deal_id,file,published,date_source,topics,crosswalk_conf,enrich,warnings
afdb-reg-003,2016-01-01-afdb-reg-003-multinational---project-to-support-the.md,2016-01-01,source,dpi.pay|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
afdb-reg-002,2015-01-01-afdb-reg-002-multinational---statistical-capacity-building-program.md,2015-01-01,source,data.statistics|finance.new|dpi.id,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
dfat-reg-commonwealth-digital-id-2018,2018-01-01-dfat-reg-commonwealth-digital-id-2018-commonwealth-digital-identity.md,2018-01-01,source,dpi.id|finance.new,high,d-portal ok,
gates-reg-007,2020-01-01-gates-reg-007-reinvestment-2020-2024-cgap.md,2020-01-01,source,dpi.pay|finance.new,med,d-portal ok,
gates-reg-047,2022-01-01-gates-reg-047-comesa-msme-focused-digital-real-time.md,2022-01-01,source,dpi.pay|finance.new,high,d-portal ok,
gates-reg-119,2024-01-01-gates-reg-119-openagrinet-for-ai-enabled-digital-farmer.md,2024-01-01,source,dpi.mis|finance.new,med,d-portal ok,
gates-reg-210,2023-01-01-gates-reg-210-digital-infrastructure-reforms-for-the-overall.md,2023-01-01,source,dpi.pay|finance.new,med,d-portal ok,
gates-reg-012,2023-01-01-gates-reg-012-digital-payment-to-polio-campaign-workers.md,2023-01-01,source,dpi.pay|finance.new,high,d-portal ok,
gates-reg-028,2023-01-01-gates-reg-028-mojaloop-foundation---2023-2026-adoption-support.md,2023-01-01,source,dpi.pay|finance.new,high,d-portal ok,
gates-reg-126,2024-01-01-gates-reg-126-fletcher-leadership-program-for-financial-inclusion.md,2024-01-01,source,dpi.pay|finance.new,med,d-portal ok,
gates-reg-013,2024-01-01-gates-reg-013-cgap-2024---2029.md,2024-01-01,source,dpi.pay|finance.new,med,d-portal ok,
gates-reg-140,2024-01-01-gates-reg-140-data-catalogue-and-marketplace-for-ai-ready.md,2024-01-01,source,data.open|finance.new,review,d-portal ok,crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified
gates-reg-041,2025-01-01-gates-reg-041-evidence-on-digital-cash-transfers-on.md,2025-01-01,source,tech.innovate|finance.new,review,d-portal ok,crosswalk confidence=review
gates-reg-206,2025-01-01-gates-reg-206-south-africa-group-of-twenty-digital.md,2025-01-01,source,gov.policy|finance.new|dpi.pay,review,d-portal ok,"slug inferred from the source text: ""developing a Digital Public Infrastructure roadmap with government""; crosswalk confidence=review"
gates-reg-005,2025-01-01-gates-reg-005-modular-open-source-identification-platform-mosip.md,2025-01-01,source,dpi.id|finance.new,high,d-portal ok,
gates-reg-123,2025-01-01-gates-reg-123-tax-administration-technology-innovation-hub.md,2025-01-01,source,dpi.govtech|finance.new,high,d-portal ok,
bmz-reg-003,2017-01-01-bmz-reg-003-exzellenzzentrum-fur-informations--und-kommunikationstechnologien-in.md,2017-01-01,source,capacity.training|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
bmz-reg-005,2020-01-01-bmz-reg-005-inclusive-and-harmonized-digital-and-data.md,2020-01-01,source,gov.policy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
bmz-reg-001,2021-01-01-bmz-reg-001-digital-skills-for-an-innovative-east.md,2021-01-01,source,capacity.training|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
kfw-reg-006,2022-01-01-kfw-reg-006-fonds-fur-digitale-transformation-westafrika.md,2022-01-01,source,dpi.govtech|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
kfw-reg-007,2021-01-01-kfw-reg-007-european-african-fund-eaf-european-african.md,2021-01-01,source,tech.industry|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
kfw-reg-008,2021-01-01-kfw-reg-008-european-african-fund-european-african-fund.md,2021-01-01,source,tech.industry|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
bmz-reg-010,2022-01-01-bmz-reg-010-digitalisation-for-east-african-trade-and.md,2022-01-01,source,dpi.exchange|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
bmz-reg-007,2022-01-01-bmz-reg-007-generationdigital-generationdigital.md,2022-01-01,source,capacity.literacy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
kfw-reg-003,2021-01-01-kfw-reg-003-verdant-capital-hybrid-fund-verdant-capital.md,2021-01-01,source,dpi.pay|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
kfw-reg-004,2021-01-01-kfw-reg-004-verdant-capital-hybrid-fund-bm-verdant.md,2021-01-01,source,dpi.pay|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
bmz-reg-009,2023-01-01-bmz-reg-009-pan-african-e-commerce-initiative-panafrikanische-e-commerce-initiative.md,2023-01-01,source,dpi.pay|finance.new,med,d-portal ok,"slug inferred from ""payment""; recip_org blank in source -> single entity tag; recipient unspecified"
bmz-reg-006,2024-01-01-bmz-reg-006-triangular-cooperation-for-digitial-innovation-made.md,2024-01-01,source,tech.innovate|finance.new,review,d-portal ok,crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified
kfw-reg-001,2024-01-01-kfw-reg-001-fonds-fur-digitale-transformation-westafrika.md,2024-01-01,source,dpi.govtech|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
kfw-reg-005,2024-01-01-kfw-reg-005-fonds-fur-digitale-transformation-westafrika-boad.md,2024-01-01,source,dpi.govtech|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
bmz-reg-004,2024-01-01-bmz-reg-004-smart-africa---beschleunigung-der-digitalen.md,2024-01-01,source,gov.policy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
bmz-reg-002,2025-01-01-bmz-reg-002-east-african-digital-skills-ai-research.md,2025-01-01,source,capacity.training|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
bmz-reg-008,2026-01-01-bmz-reg-008-pan-african-e-commerce-initiative-panafrikanische-e-commerce-initiative.md,2026-01-01,source,gov.regional|finance.new|dpi.pay,med,d-portal ok,"slug inferred from the source text: ""pan-African e-commerce initiative under the AfCFTA Digital Trade Protocol""; recip_org blank in source -> single entity tag; recipient unspecified"
sida-reg-accion-digital-transform-2022,2022-01-01-sida-reg-accion-digital-transform-2022-accion-digital-transformation-fund-africa-fintech.md,2022-01-01,source,dpi.pay|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-wb-ddp-2020,2020-01-01-sida-reg-wb-ddp-2020-wb-digital-development-partnership-2020-2023-ghana.md,2020-01-01,source,gov.policy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-spider-phaseout-2022,2022-01-01-sida-reg-spider-phaseout-2022-spider-phase-out-support-2022-2024.md,2022-01-01,source,capacity.training|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-dial-2020-dpg,2020-01-01-sida-reg-dial-2020-dpg-digital-impact-alliance-dial-2020-2024.md,2020-01-01,source,include.access|finance.new,review,d-portal ok,"slug inferred from ""inclusive""; crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified"
sida-reg-privacy-intl-data-rights-2021,2021-01-01-sida-reg-privacy-intl-data-rights-2021-privacy-international-2021-2026-data-privacy-and.md,2021-01-01,source,gov.protect|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-gsma-mobile-dev-2021,2021-01-01-sida-reg-gsma-mobile-dev-2021-gsma-2021-2024-mobile-for-development.md,2021-01-01,source,include.access|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-article19-freedom-expression-2023,2023-01-01-sida-reg-article19-freedom-expression-2023-article-19-2023-2026-digital-freedom-of.md,2023-01-01,source,gov.policy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-ipris-ict-regulation-2023,2023-01-01-sida-reg-ipris-ict-regulation-2023-ict-policy-regulation---institutional-strengthening.md,2023-01-01,source,infra.connect|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-accessnow-digital-rights-2023,2023-01-01-sida-reg-accessnow-digital-rights-2023-access-now-2023-2027-digital-rights-global.md,2023-01-01,source,gov.policy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-ddp-digital-security-2024,2024-01-01-sida-reg-ddp-digital-security-2024-ddp-digital-defenders-partnership-2024-2027.md,2024-01-01,source,infra.cybersec|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-apc-internet-rights-2024,2024-01-01-sida-reg-apc-internet-rights-2024-apc-association-for-progressive-communications-2024-2027.md,2024-01-01,source,gov.policy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-wb-ddp-2023,2023-01-01-sida-reg-wb-ddp-2023-wb-digital-development-partnership-2023-2027.md,2023-01-01,source,gov.policy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-gsma-connectivity-2025,2025-01-01-sida-reg-gsma-connectivity-2025-gsma-2025-2028-connectivity-in-lmics.md,2025-01-01,source,infra.connect|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-dial-2015-dpg,2015-01-01-sida-reg-dial-2015-dpg-digital-impact-alliance-dial-2015-2020.md,2015-01-01,source,include.access|finance.new,review,d-portal ok,"slug inferred from ""inclusive""; crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified"
sida-reg-btca-digital-payments-2017,2017-01-01-sida-reg-btca-digital-payments-2017-uncdf-better-than-cash-alliance-digital.md,2017-01-01,source,dpi.pay|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-wwwf-internet-access-2016,2016-01-01-sida-reg-wwwf-internet-access-2016-world-wide-web-foundation-2016-2022-internet.md,2016-01-01,source,infra.connect|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-itp316-ict-regulation-2017,2017-01-01-sida-reg-itp316-ict-regulation-2017-itp-316-ict-regulation---policy.md,2017-01-01,source,infra.connect|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-spider-2015-ict-ssa-2015,2015-01-01-sida-reg-spider-2015-ict-ssa-2015-spider-2015-2019-swedish-programme-for-ict.md,2015-01-01,source,capacity.training|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-gsma-mobile-leadership-2017,2017-01-01-sida-reg-gsma-mobile-leadership-2017-gsma-mobile-industry-leadership-m4d-2017-2021.md,2017-01-01,source,include.access|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-apc-internet-rights-2020,2020-01-01-sida-reg-apc-internet-rights-2020-association-for-progressive-communications-apc-core.md,2020-01-01,source,gov.policy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
sida-reg-ddp-digital-security-2020,2020-01-01-sida-reg-ddp-digital-security-2020-digital-defenders-partnership-ddp-2020-2023.md,2020-01-01,source,infra.cybersec|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
usaid-reg-gsa-facilitation-dig-2019,2019-01-01-usaid-reg-gsa-facilitation-dig-2019-gsa-training-facilitation-and-digital-services.md,2019-01-01,source,capacity.training|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
usaid-reg-digital-economy-mark-2019,2019-01-01-usaid-reg-digital-economy-mark-2019-digital-economy-and-market-development-demd.md,2019-01-01,source,capacity.training|finance.new|dpi.pay,review,d-portal ok,"slug inferred from ""skills""; crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified"
usaid-reg-greater-internet-fre-2020,2020-01-01-usaid-reg-greater-internet-fre-2020-greater-internet-freedom-gif-program.md,2020-01-01,source,gov.policy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
usaid-reg-critical-infrastruct-2021,2021-01-01-usaid-reg-critical-infrastruct-2021-critical-infrastructure-digitalization-and-resilience-cidr.md,2021-01-01,source,infra.cybersec|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
usaid-reg-digital-invest-integ-2021,2021-01-01-usaid-reg-digital-invest-integ-2021-digital-invest---integra-partners-digital.md,2021-01-01,source,dpi.pay|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
usaid-reg-lendable-msme-fintec-2021,2021-01-01-usaid-reg-lendable-msme-fintec-2021-lendable-msme-fintech-credit-fund.md,2021-01-01,source,dpi.pay|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
usaid-reg-itrt-digital-forward-2023,2023-01-01-usaid-reg-itrt-digital-forward-2023-itrt---digital-forward.md,2023-01-01,source,tech.innovate|finance.new,review,d-portal ok,"slug inferred from ""innovation""; crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified"
usaid-reg-vernonburg-connect-o-2024,2024-01-01-usaid-reg-vernonburg-connect-o-2024-vernonburg-connect-one-billion-digital-invest.md,2024-01-01,source,infra.connect|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
usaid-reg-civic-defenders-digi-2024,2024-01-01-usaid-reg-civic-defenders-digi-2024-civic-defenders-digital-freedom-enabling-networks.md,2024-01-01,source,infra.cybersec|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
usaid-reg-cyber-security-2024,2024-01-01-usaid-reg-cyber-security-2024-cyber-security-activity.md,2024-01-01,source,infra.cybersec|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
usaid-reg-alliance-digital-fin-2018,2018-01-01-usaid-reg-alliance-digital-fin-2018-alliance-for-digital-and-financial-services.md,2018-01-01,source,dpi.pay|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
usaid-reg-information-communic-2020,2020-01-01-usaid-reg-information-communic-2020-information-communications-technology-ict-task-order.md,2020-01-01,source,infra.connect|finance.new,review,d-portal ok,"slug inferred from ""connectivity""; crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified"
usaid-reg-tdigital-finance-net-2015,2015-01-01-usaid-reg-tdigital-finance-net-2015-t-digital-finance---nethope-buy-in.md,2015-01-01,source,dpi.pay|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
usaid-reg-tdigital-impact-alli-2015,2015-01-01-usaid-reg-tdigital-impact-alli-2015-t-digital-impact-alliance-dial.md,2015-01-01,source,dpi.govtech|finance.new,review,d-portal ok,"slug inferred from the source text: ""open-source digital solutions and digital public infrastructure""; crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified"
usaid-reg-tdigital-finance-bet-2015,2015-01-01-usaid-reg-tdigital-finance-bet-2015-t-digital-finance---better-than-cash.md,2015-01-01,source,dpi.pay|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
usaid-reg-tdigital-finance-con-2015,2015-01-01-usaid-reg-tdigital-finance-con-2015-t-digital-finance---consultative-group-to.md,2015-01-01,source,dpi.pay|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
gac-mul-digital-livelihoods-yfw-2015,2015-01-01-gac-mul-digital-livelihoods-yfw-2015-digital-livelihoods-youth-and-the-future.md,2015-01-01,source,capacity.training|finance.new,high,d-portal ok,
gac-reg-crvs-centre-excellence-2015,2015-01-01-gac-reg-crvs-centre-excellence-2015-centre-of-excellence-for-civil-registration.md,2015-01-01,source,dpi.id|finance.new,high,d-portal ok,
gac-bfa-tech-platform-civic-health-2017,2017-01-01-gac-bfa-tech-platform-civic-health-2017-technological-platform-for-civic-engagement-and.md,2017-01-01,source,include.access|finance.new,med,d-portal ok,
gac-cmr-digital-gender-gap-cmr-sn-2025,2025-01-01-gac-cmr-digital-gender-gap-cmr-sn-2025-bridging-the-digital-gender-gap-in.md,2025-01-01,source,include.divides|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
fcdo-reg-006,2022-01-01-fcdo-reg-006-africa-cyber-programme-acp.md,2022-01-01,source,infra.cybersec|finance.new,high,not attempted,
usaid-reg-digital-transformati-2023,2023-01-01-usaid-reg-digital-transformati-2023-digital-transformation-with-africa-dta-initiative.md,2023-01-01,source,capacity.training|finance.new,review,d-portal ok,"slug inferred from ""skills""; crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified"
google-reg-1b-2021,2021-01-01-google-reg-1b-2021-google-1-billion-africa-digital-transformation.md,2021-01-01,source,infra.connect|finance.new,review,not attempted,"slug inferred from ""connectivity""; crosswalk confidence=review"
google-reg-1b-2022,2022-01-01-google-reg-1b-2022-google-1-billion-africa-digital-transformation.md,2022-01-01,source,infra.connect|finance.new,review,not attempted,"slug inferred from ""connectivity""; crosswalk confidence=review"
google-reg-1b-2023,2023-01-01-google-reg-1b-2023-google-1-billion-africa-digital-transformation.md,2023-01-01,source,infra.connect|finance.new,review,not attempted,"slug inferred from ""connectivity""; crosswalk confidence=review"
google-reg-1b-2024,2024-01-01-google-reg-1b-2024-google-1-billion-africa-digital-transformation.md,2024-01-01,source,infra.connect|finance.new,review,not attempted,"slug inferred from ""connectivity""; crosswalk confidence=review"
google-reg-1b-2025,2025-01-01-google-reg-1b-2025-google-1-billion-africa-digital-transformation.md,2025-01-01,source,infra.connect|finance.new,review,not attempted,"slug inferred from ""connectivity""; crosswalk confidence=review"
google-reg-black-founders-fund-2021,2021-01-01-google-reg-black-founders-fund-2021-google-for-startups-black-founders-fund.md,2021-01-01,source,tech.industry|finance.new,high,not attempted,
adenia-reg-eastcastle-2021,2021-01-01-adenia-reg-eastcastle-2021-eastcastle-infrastructure-consortium-equity-investment-adenia.md,2021-01-01,source,infra.connect|finance.new,high,not attempted,
fcdo-reg-010,2016-01-01-fcdo-reg-010-m4d---mobile-for-development-strategic.md,2016-01-01,source,include.access|finance.new|dpi.pay,med,d-portal failed: empty response,
fcdo-reg-001,2021-01-01-fcdo-reg-001-uk-digital-access-programme-dap-multi-country.md,2021-01-01,source,include.access|finance.new,med,d-portal failed: empty response,
fcdo-reg-012,2017-01-01-fcdo-reg-012-geo-referenced-infrastructure-and-demographic-data-for.md,2017-01-01,source,data.satellite|finance.new,med,d-portal ok,
fcdo-reg-011,2017-01-01-fcdo-reg-011-m4h-mobile-for-humanitarian-exploring-the.md,2017-01-01,source,include.access|finance.new|dpi.pay,review,d-portal ok,crosswalk confidence=review
fcdo-reg-002,2019-01-01-fcdo-reg-002-unlocking-digital-impact-for-development-udid.md,2019-01-01,source,dpi.govtech|finance.new,review,d-portal ok,"slug inferred from the source text: ""open-source digital public goods, digital transformation strategies""; crosswalk confidence=review"
fcdo-reg-003,2025-01-01-fcdo-reg-003-unlocking-digital-impact-for-development-udid.md,2025-01-01,source,dpi.govtech|finance.new,review,d-portal ok,"slug inferred from the source text: ""digital public goods ecosystem development""; crosswalk confidence=review"
fcdo-reg-009,2019-01-01-fcdo-reg-009-digital-identity-as-an-enabler-for.md,2019-01-01,source,dpi.id|finance.new,high,d-portal ok,
fcdo-reg-004,2023-01-01-fcdo-reg-004-ogp-support-for-open-and-accountable.md,2023-01-01,source,tech.ai|finance.new,high,d-portal ok,
fcdo-reg-014,2022-01-01-fcdo-reg-014-strengthening-africas-science-granting-councils-phase.md,2022-01-01,source,gov.policy|finance.new,med,d-portal failed: empty response,
fcdo-reg-008,2024-01-01-fcdo-reg-008-ai-for-development-responsible-ai-empowering.md,2024-01-01,source,tech.ai|finance.new,high,d-portal failed: empty response,
fcdo-reg-013,2025-01-01-fcdo-reg-013-frontier-technologies-testing-new-solutions-for.md,2025-01-01,source,tech.ai|finance.new,med,d-portal ok,
adc-reg-500m-programme-2021,2021-01-01-adc-reg-500m-programme-2021-africa-data-centres-500-million-pan-african.md,2021-01-01,source,infra.store|finance.new,high,not attempted,
dfat-reg-digital-earth-africa-iii-2023,2023-01-01-dfat-reg-digital-earth-africa-iii-2023-digital-earth-africa-phase-iii.md,2023-01-01,source,data.satellite|finance.new,high,d-portal ok,
ifc-reg-007,2015-01-01-ifc-reg-007-helios-investors-iii-lp-ifc-lp.md,2015-01-01,source,tech.industry|finance.new,high,d-portal ok,
ifc-reg-006,2015-01-01-ifc-reg-006-helios-towers-africa-ifc-equity-investment.md,2015-01-01,source,infra.connect|finance.new,high,d-portal ok,
ifc-reg-009,2015-01-01-ifc-reg-009-africell-mobile-network-operator-expansion.md,2015-01-01,source,infra.connect|finance.new,high,d-portal ok,
ifc-reg-010,2018-01-01-ifc-reg-010-wiocc-group-ifc-loan-2018.md,2018-01-01,source,infra.connect|finance.new,high,d-portal ok,
ifc-reg-019,2019-01-01-ifc-reg-019-apis-growth-fund-ii-ifc-lp.md,2019-01-01,source,dpi.pay|finance.new,med,d-portal ok,
ifc-reg-008,2020-01-01-ifc-reg-008-helios-investors-iv-lp-ifc-lp.md,2020-01-01,source,tech.industry|finance.new,high,d-portal ok,
ifc-reg-011,2020-01-01-ifc-reg-011-wiocc-ifc-covid-emergency-loan-rse.md,2020-01-01,source,infra.connect|finance.new,high,d-portal ok,
ifc-reg-001,2021-01-01-ifc-reg-001-liquid-telecom-bond-ifc-anchor-bond.md,2021-01-01,source,infra.connect|finance.new,high,d-portal ok,
ifc-reg-002,2021-01-01-ifc-reg-002-liquid-telecom-equity-investment-pan-ssa-data.md,2021-01-01,source,infra.store|finance.new,high,d-portal ok,
ifc-reg-016,2022-01-01-ifc-reg-016-m-kopa-connected-asset-financing-ifc-senior.md,2022-01-01,source,include.access|finance.new|dpi.pay,high,d-portal ok,
ifc-reg-003,2022-01-01-ifc-reg-003-axian-telecom-bond-ifc-anchor-investor.md,2022-01-01,source,infra.connect|finance.new|dpi.pay,high,d-portal ok,
ec-reg-006,2019-01-01-ec-reg-006-enhancement-of-governance-and-enabling-environment.md,2019-01-01,source,infra.connect|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-014,2020-01-01-ec-reg-014-horn-of-africa-infrastructure-connectivity-and.md,2020-01-01,source,infra.connect|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-009,2020-01-01-ec-reg-009-eu-digital-solutions-to-strengthen-the.md,2020-01-01,source,tech.innovate|finance.new,review,d-portal ok,crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-008,2021-01-01-ec-reg-008-digital-health-for-covid-19.md,2021-01-01,source,tech.innovate|finance.new,review,d-portal ok,crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-015,2021-01-01-ec-reg-015-investments-on-regional-infrastructures.md,2021-01-01,source,infra.connect|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-011,2024-01-01-ec-reg-011-digital-health-solutions-for-pandemic-preparedness.md,2024-01-01,source,tech.innovate|finance.new,review,d-portal ok,crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-002,2024-01-01-ec-reg-002-safe-digital-boost-for-africa-sdba.md,2024-01-01,source,gov.policy|finance.new,high,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-007,2024-01-01-ec-reg-007-activity-under-preparation-africa-europe-digital-innovation.md,2024-01-01,source,gov.policy|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-041,2022-01-01-ec-reg-041-supporting-the-implementation-of-the-traceability.md,2022-01-01,source,tech.innovate|finance.new,review,d-portal ok,crosswalk confidence=review; recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-001,2023-01-01-ec-reg-001-africa-europe-digital-regulators-partnership.md,2023-01-01,source,infra.connect|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-019,2024-01-01-ec-reg-019-ict-policy-and-regulation---institutional.md,2024-01-01,source,infra.connect|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
ec-reg-018,2024-01-01-ec-reg-018-eu-support-to-africas-national-broadband.md,2024-01-01,source,infra.connect|finance.new,med,d-portal ok,recip_org blank in source -> single entity tag; recipient unspecified
meta-reg-2africa-cable-2020,2020-01-01-meta-reg-2africa-cable-2020-2africa-submarine-cable---meta-estimated.md,2020-01-01,source,infra.connect|finance.new,high,not attempted,
eand-reg-moov-mobile-money-2022,2022-01-01-eand-reg-moov-mobile-money-2022-moov-africa-mobile-money-platform-investment.md,2022-01-01,source,dpi.pay|finance.new,high,not attempted,
mastercardinc-reg-mtn-fintech-equity-2024,2024-01-01-mastercardinc-reg-mtn-fintech-equity-2024-mastercard-200m-minority-stake-in-mtn.md,2024-01-01,source,dpi.pay|finance.new,high,not attempted,
finnfund-reg-cassava-2024,2024-01-01-finnfund-reg-cassava-2024-cassava-technologies-pan-african-digital-infrastructure-equity.md,2024-01-01,source,infra.store|finance.new,high,not attempted,
finnfund-reg-cpdif-2022,2022-01-01-finnfund-reg-cpdif-2022-convergence-partners-digital-infrastructure-fund-cpdif.md,2022-01-01,source,infra.connect|finance.new,high,not attempted,
finnfund-reg-wave-2022,2022-01-01-finnfund-reg-wave-2022-wave-mobile-money-ssa-expansion.md,2022-01-01,source,dpi.pay|finance.new,high,not attempted,
pidg-reg-paratus-2023,2023-01-01-pidg-reg-paratus-2023-paratus-fibre-and-data-centre-expansion.md,2023-01-01,source,infra.connect|finance.new,high,d-portal ok,
unicef-reg-giga-ssa-2019,2019-01-01-unicef-reg-giga-ssa-2019-giga-school-connectivity-initiative-for-sub-saharan.md,2019-01-01,source,infra.connect|finance.new,high,not attempted,
visa-reg-1b-2022,2022-01-01-visa-reg-1b-2022-visa-1-billion-africa-digital-transformation.md,2022-01-01,source,dpi.pay|finance.new,high,not attempted,recip_org blank in source -> single entity tag; recipient unspecified
visa-reg-1b-2023,2023-01-01-visa-reg-1b-2023-visa-1-billion-africa-digital-transformation.md,2023-01-01,source,dpi.pay|finance.new,high,not attempted,recip_org blank in source -> single entity tag; recipient unspecified
visa-reg-1b-2024,2024-01-01-visa-reg-1b-2024-visa-1-billion-africa-digital-transformation.md,2024-01-01,source,dpi.pay|finance.new,high,not attempted,recip_org blank in source -> single entity tag; recipient unspecified
visa-reg-1b-2025,2025-01-01-visa-reg-1b-2025-visa-1-billion-africa-digital-transformation.md,2025-01-01,source,dpi.pay|finance.new,high,not attempted,recip_org blank in source -> single entity tag; recipient unspecified
visa-reg-1b-2026,2026-01-01-visa-reg-1b-2026-visa-1-billion-africa-digital-transformation.md,2026-01-01,source,dpi.pay|finance.new,high,not attempted,recip_org blank in source -> single entity tag; recipient unspecified
eand-reg-transafrican-cable-2022,2022-01-01-eand-reg-transafrican-cable-2022-maroc-telecom-transafrican-terrestrial-fibre-cable.md,2022-01-01,source,infra.connect|finance.new,high,not attempted,
cassava-reg-liquid-bond-2026,2026-01-01-cassava-reg-liquid-bond-2026-liquid-intelligent-technologies-usd-300-million.md,2026-01-01,source,infra.connect|finance.new,high,not attempted,
mcf-reg-unhcr-refugees-2025,2025-01-01-mcf-reg-unhcr-refugees-2025-mcf-unhcr-refugee-education-and-livelihoods-partnership.md,2025-01-01,source,include.access|finance.new,review,not attempted,crosswalk confidence=review
mcf-reg-camfed-fawe-2024,2024-01-01-mcf-reg-camfed-fawe-2024-camfed-fawe-education-and-livelihoods-for-young.md,2024-01-01,source,capacity.training|finance.new,high,not attempted,
mcf-reg-scholars-2019,2019-01-01-mcf-reg-scholars-2019-mastercard-foundation-scholars-program-digital-and.md,2019-01-01,source,capacity.training|finance.new,high,not attempted,
